nicu,name,full_address,addr,city_state_zip,level,beds,type,contact,latitude,longitude
1289,University of Kansas St. Francis Campus,"1700 SW 7th St Topeka, KS 66606",1700 SW 7th St,"Topeka, KS 66606",II,NA,Private Practice,NA,39.056022452000036,-95.69625817199994
1290,University of Kentucky Children’s Hospital,"800 Rose Street Lexington, KY 40536, USA",800 Rose Street,"Lexington, KY 40536, USA",IV,70,Academic Program,"Peter J. Giannone, MD",38.032825616000025,-84.50683483599994
1291,University of Louisville Hospital,"530 S Jackson Street Louisville, KY 40202",530 S Jackson Street,"Louisville, KY 40202",III,28,Academic Program,"Dan Stewart, MD",38.249063095000054,-85.74492120099995
1292,University of Maryland Medical Center,"22 S Greene St, Baltimore, MD 21201","22 S Greene St,","Baltimore, MD 21201",III,52,Academic Program,"Dina El-Metwally, MD",39.28845571800008,-76.62365526599996
1293,University of Maryland Prince George’s Hospital Center,"3001 Hospital Dr, Cheverly, MD 20785","3001 Hospital Dr,","Cheverly, MD 20785",III,15,Academic Program,"Dina El-Metwally, MD",38.92862249800004,-76.92481821499996
1294,University of Maryland St. Joseph Medical Center,"7601 Osler Dr, Towson, MD 21204","7601 Osler Dr,","Towson, MD 21204",III,20,Network Medical Group,"Michael Langbaum, MD",NA,NA
1295,University of Maryland Upper Chesapeake Medical Center,"500 Upper Chesapeake Dr, Bel Air, MD 21014","500 Upper Chesapeake Dr,","Bel Air, MD 21014",II,NA,Academic Program,NA,39.519113797000045,-76.34795801299998
1296,University of Michigan Hospital,"1540 E Hospital Dr Ann Arbor, MI 48109",1540 E Hospital Dr,"Ann Arbor, MI 48109",IV,52,Academic Program,"Robert Schumacher, MD",NA,NA
1297,University of Minnesota Masonic Children’s Hospital,"2450 Riverside Ave Minneapolis, MN 55454",2450 Riverside Ave,"Minneapolis, MN 55454",IV,62,Academic Program,"Erin Osterholm, MD",44.96583714700006,-93.23693558599996
1298,University of Nebraska Medical Center,"4345 Dewey Ave. Omaha, NE 68198",4345 Dewey Ave.,"Omaha, NE 68198",IV,38,Academic Program,"Ann Anderson Berry, MD",NA,NA
1299,University of New Mexico Children’s Hospital,"2211 Lomas Blvd NE Albuquerque, NM 87131, USA",2211 Lomas Blvd NE,"Albuquerque, NM 87131, USA",IV,52,Academic Program,"Sanjiv Amin, MD",35.087484378000056,-106.61643067099999
1300,University of Tennessee Medical Center,"1924 Alcoa Highway Knoxville, Tennessee, 37920",1924 Alcoa Highway,"Knoxville, Tennessee, 37920",III,67,Private Practice,"Mark Gaylord, MD",35.940481928000054,-83.94899005899998
1301,University of Texas Medical Branch,"301 University Blvd Galveston, TX 77555",301 University Blvd,"Galveston, TX 77555",IV,43,Academic Program,"Karen Shattuck, MD",29.31140068700006,-94.77585611099994
1302,University of Utah Hospital,"50 North Medical Drive Salt Lake City, UT 84132, USA",50 North Medical Drive,"Salt Lake City, UT 84132, USA",III,55,Academic Program,"Mariana Baserga, MD",40.77310261900004,-111.83744316099995
1303,University of Vermont Children’s Hospital,"111 Colchester Ave Burlington, VT 05401",111 Colchester Ave,"Burlington, VT 05401",III,29,Academic Program,"Charles Mercier, MD",44.481958629000076,-73.19330837199993
1304,University of Virginia Medical Center,"1215 Lee St Charlottesville, VA 22908",1215 Lee St,"Charlottesville, VA 22908",IV,51,Academic Program,"Jonathan Swanson, MD",38.031919843000026,-78.49866445499998
1305,UPHS Marquette,"850 W Baraga Ave Marquette, MI 49855",850 W Baraga Ave,"Marquette, MI 49855",III,10,Employed Group,NA,NA,NA
1306,UPMC Children’s Hospital of Pittsburgh,"4401 Penn Ave Pittsburgh, PA 15224",4401 Penn Ave,"Pittsburgh, PA 15224",IV,55,Academic Program,"Melissa Riley, MD (Interim)",40.46589155700008,-79.95384043399997
1307,UPMC Hamot,"201 State St Erie, PA 16550",201 State St,"Erie, PA 16550",III,24,Academic Program,"Michael Balsan, MD",42.133259655000074,-80.08776486399995
1308,UPMC Magee-Womens Hospital,"300 Halket St Pittsburgh, PA 15213",300 Halket St,"Pittsburgh, PA 15213",III,77,Academic Program,"Jennifer L. Kloesz, MD",40.437671402000035,-79.96026602399996
1309,UPMC Mercy,"1400 Locust St Pittsburgh, PA 15219",1400 Locust St,"Pittsburgh, PA 15219",III,13,Academic Program,"Carol Gilmour, MD",40.436820760000046,-79.98512492999998
1310,UPMC Northwest,"100 Fairfield Dr, Seneca, PA 16346","100 Fairfield Dr,","Seneca, PA 16346",II,3,NA,NA,41.38184028100005,-79.69997897299999
1311,UPMC Pinnacle Harrisburg,"111 South Front Street Harrisburg, PA 17101",111 South Front Street,"Harrisburg, PA 17101",III,42,Private Practice,NA,40.25758687100006,-76.88112622099999
1312,UPMC Pinnacle Lititz,"1500 Highlands Drive Lititz, PA 17543",1500 Highlands Drive,"Lititz, PA 17543",III,9,Private Practice,NA,40.13261942100007,-76.30962155699996
1313,UPMC Pinnacle Memorial,"1701 Innovation Dr, York, PA 17408","1701 Innovation Dr,","York, PA 17408",II,4,Private Practice,NA,NA,NA
1314,USA Children’s & Women’s Hospital,"1700 Center Street Mobile, AL 36604",1700 Center Street,"Mobile, AL 36604",III,98,Academic Program,"Fabien Eyal, MD",30.696359912000048,-88.07815093199997
1315,UT Health Tyler,"1000 S Beckham Ave Tyler, TX 75701",1000 S Beckham Ave,"Tyler, TX 75701",II,9,Private Practice,"Kevin Kathrotia, MD",32.338624209000045,-95.29187683999999
1316,Utah Valley Hospital,"1034 North 500 West Provo, UT 84604",1034 North 500 West,"Provo, UT 84604",III,55,Employed Group,"Erick Gerday, MD",NA,NA
1317,UW Medical Center,"1959 NE Pacific St Seattle, WA 98195",1959 NE Pacific St,"Seattle, WA 98195",IV,42,Academic Program,"ThomasStrandjord, MD",47.650773851000054,-122.30810091899997
1318,Vail Valley Medical Center,"181 W Meadow Dr Vail, CO 81657",181 W Meadow Dr,"Vail, CO 81657",II,8,NA,NA,39.64259577400003,-106.37964612699994
1319,Valley Baptist Medical Center – Harlingen,"2101 Pease St Harlingen, TX 78550",2101 Pease St,"Harlingen, TX 78550",III,40,NA,NA,26.174429307000025,-97.67156588999995
1320,Valley Baptist Medical Center – Brownsville,"1040 W Jefferson St Brownsville, TX 78520",1040 W Jefferson St,"Brownsville, TX 78520",III,34,NA,NA,25.917457133000028,-97.51147677499995
1321,Valley Children’s Hospital,"9300 Valley Children's Pl Madera, CA 93636",9300 Valley Children's Pl,"Madera, CA 93636",IV,88,Network Medical Group,"Jeffrey Pietz, MD",36.88331058000006,-119.80667826799998
1322,Valley Medical Center,"400 S 43rd St Renton, WA  98055",400 S 43rd St,"Renton, WA  98055",III,29,Academic Program,"Christina Long, MD",47.44114789400004,-122.21546619999998
1323,Valley Presbyterian Hospital,"15107 Vanowen St Van Nuys, CA 91405",15107 Vanowen St,"Van Nuys, CA 91405",III,32,Private Practice,"Sukshma Sreepathi, MD",34.193927349000035,-118.46210457899997
1324,Valley Regional Medical Center,"100 A E Alton Gloor Blvd Brownsville, TX 78526",100 A E Alton Gloor Blvd,"Brownsville, TX 78526",III,18,NA,NA,25.97929602800008,-97.51468221399995
1325,Valley View Medical Center – Cedar City,"1303 N Main St Cedar City, UT 84721",1303 N Main St,"Cedar City, UT 84721",II,4,NA,NA,37.70015106400007,-113.06391615599995
1326,ValleyCare Hospital,"5555 W. Las Positas Blvd Pleasanton, CA 94588",5555 W. Las Positas Blvd,"Pleasanton, CA 94588",II,10,NA,NA,37.687197653000055,-121.88848607699998
1327,Vanderbilt Children’s,"1211 Medical Center Dr Nashville, TN 37212",1211 Medical Center Dr,"Nashville, TN 37212",IV,98,Academic Program,"Susan H. Guttentag, MD",36.14256416400008,-86.80127521699995
1328,Vanderbilt Tullahoma-Harton Hospital,"1801 N Jackson St. Tullahoma, TN 37388",1801 N Jackson St.,"Tullahoma, TN 37388",II,NA,Private Practice,"Hadeer, Karmo, MD",35.38339486700005,-86.23096700899998
1329,Vassar Brothers Medical Center,"45 Reade Pl Poughkeepsie, NY 12601",45 Reade Pl,"Poughkeepsie, NY 12601",III,15,Private Practice,Open Position,41.69450924500006,-73.93533497599998
1330,Ventura County Medical Center,"300 Hillmont Ave Ventura, CA 93003",300 Hillmont Ave,"Ventura, CA 93003",III,30,Private Practice,"Siamak Safar, MD",34.27783694100003,-119.25403282099995
1331,Victor Valley Global Medical Center,"15248 Eleventh St Victorville, CA 92395",15248 Eleventh St,"Victorville, CA 92395",II,2,Private Practice,NA,34.52825977800006,-117.29251086699998
1332,Vidant Medical Center,"2100 Stantonsburg Road Greenville, NC 27834",2100 Stantonsburg Road,"Greenville, NC 27834",IV,71,Academic Program,"Ryan Moore, MD",35.60580405700006,-77.40123319699995
1333,Virginia Baptist Hospital,"3300 Rivermont Ave Lynchburg, VA 24503",3300 Rivermont Ave,"Lynchburg, VA 24503",III,13,Private Practice,"Barron Taylor, MD",NA,NA
1334,Virginia Hospital Center,"1701 N George Mason Dr Arlington, VA 22205",1701 N George Mason Dr,"Arlington, VA 22205",III,28,Academic Program,"Brian Stone, MD",38.89007560300007,-77.12894955899998
1335,Virginia Mason Memorial,"2811 Tieton Dr Yakima, WA 98902",2811 Tieton Dr,"Yakima, WA 98902",III,15,Private Practice,"Raissa Fobi, MD",46.592703983000035,-120.54638760399996
1336,Virtua Memorial Hospital,"175 Madison Ave Mt Holly, NJ 08060",175 Madison Ave,"Mt Holly, NJ 08060",II,12,Academic Program,"Paresh Pandit, MD",39.986217596000074,-74.79557460199999
1337,Virtua Voorhees Hospital,"100 Bowman Drive Voorhees, NJ 08043",100 Bowman Drive,"Voorhees, NJ 08043",III,46,Academic Program,"Paresh Pandit, MD",39.84349940300007,-74.92644923499995
1338,Wadley Regional Medical Center,"1000 Pine St Texarkana, TX 75501",1000 Pine St,"Texarkana, TX 75501",II,NA,NA,NA,33.42800673900007,-94.04686917799995
1339,WakeMed Cary Hospital,"1900 Kildaire Farm Rd Cary, NC 27518",1900 Kildaire Farm Rd,"Cary, NC 27518",III,6,Hospital Employed,"James Perciaccante, MD",35.74164669100003,-78.78039491999994
1340,WakeMed North Hospital,"10000 Falls of Neuse Rd Raleigh, NC 27614",10000 Falls of Neuse Rd,"Raleigh, NC 27614",II,NA,Hospital Employed,"James Perciaccante, MD",35.90908753600007,-78.59964015899999
1341,WakeMed Raleigh Campus,"3000 New Bern Ave Raleigh, NC 27610",3000 New Bern Ave,"Raleigh, NC 27610",IV,48,Hospital Employed,"James Perciaccante, MD",35.78581046700003,-78.58940460399998
1342,Walnut Creek Medical Center,"1601 Ygnacio Valley Walnut Creek, CA 94598",1601 Ygnacio Valley,"Walnut Creek, CA 94598",III,35,Private Practice,"Kristin Hubert, MD",37.913876483000024,-122.04275917899997
1343,Walter Reed National Military Medical Center,"8901 Rockville Pike, Bethesda, MD 20889","8901 Rockville Pike,","Bethesda, MD 20889",III,26,Academic Program,"Agnes Sierocka, LTC, MC, USA",NA,NA
1344,Washington Adventist Hospital,"7600 Carroll Avenue Takoma Park, MD 20912",7600 Carroll Avenue,"Takoma Park, MD 20912",II,NA,Private Practice,NA,38.98345419300006,-77.00029939099994
1345,Washington Hospital,"2000 Mowry Ave Fremont, CA 94538",2000 Mowry Ave,"Fremont, CA 94538",II,9,NA,NA,NA,NA
1346,Washington Hospital Center,"110 Irving St NW, Washington, DC 20010","110 Irving St NW,","Washington, DC 20010",III,39,Employed Group,"Zacharia Cherian, MD",38.93116880500003,-77.01272762099995
1347,Washington Regional Medical Center,"3215 N Northhills Blvd Fayetteville, AR 72703",3215 N Northhills Blvd,"Fayetteville, AR 72703",III,34,Employed Group,"Marla Lightburn, MD",36.10803295900007,-94.15577784699997
1348,Waterbury Hospital,"64 Robbins St Waterbury, CT 06708",64 Robbins St,"Waterbury, CT 06708",III,14,Academic Program,NA,41.55811827800005,-73.05979761799995
1349,Watsonville Community Hospital,"75 Nielson St Watsonville, CA 95076",75 Nielson St,"Watsonville, CA 95076",II,10,Academic Program,"Edward McNamara, MD",36.92827591900004,-121.79348045599994
1350,Wayne Memorial Hospital,"601 Park St Honesdale, PA 18431",601 Park St,"Honesdale, PA 18431",II,NA,Private Practice,NA,41.57622770100005,-75.25989123699998
1351,Wayne UNC Health Care,"2700 Wayne Memorial Dr Goldsboro, NC 27534",2700 Wayne Memorial Dr,"Goldsboro, NC 27534",II,NA,NA,NA,NA,NA
1352,Wellington Regional Medical Center,"10101 Forest Hill Blvd Wellington, FL 33414",10101 Forest Hill Blvd,"Wellington, FL 33414",III,25,Private Practice,Open Position,26.651627622000035,-80.21934683599994
1353,Wellspan York Hospital,"1001 S George St, York, PA 17403","1001 S George St,","York, PA 17403",III,44,Employed Group,NA,39.94662615800007,-76.72043041799998
1354,WellStar Cobb Hospital,"3950 Austell Rd SW Austell, GA 30106",3950 Austell Rd SW,"Austell, GA 30106",III,20,Private Practice,NA,33.858227516000056,-84.60049912199997
1355,Wellstar Douglas Hospital,"8954 Hospital Dr Douglasville, GA 30134",8954 Hospital Dr,"Douglasville, GA 30134",II,4,Private Practice,NA,33.73953436100004,-84.73300203699995
1356,Wellstar Kennestone Hospital,"677 Church St Marietta, GA 30060",677 Church St,"Marietta, GA 30060",III,24,Private Practice,NA,33.96872911400004,-84.55024858299998
1357,Wellstar North Fulton Hospital,"3000 Hospital Boulevard Roswell, GA 30076",3000 Hospital Boulevard,"Roswell, GA 30076",III,NA,NA,NA,34.06229138800006,-84.32048192399998
1358,Wellstar West Georgia Medical Center,"1514 Vernon Rd LaGrange, GA 30240",1514 Vernon Rd,"LaGrange, GA 30240",II,NA,NA,NA,33.03214738300005,-85.06794691999994
1359,Wentworth-Douglass Hospital,"789 Central Ave Dover, NH 03820",789 Central Ave,"Dover, NH 03820",II,NA,Academic Program,"Serguei Roumiantsev, MD",43.21073482200006,-70.87456407999997
1360,Wesley Medical Center,"550 N Hillside St Wichita, KS 67214, USA",550 N Hillside St,"Wichita, KS 67214, USA",III,24,Academic Program,"Barry Bloom, MD",37.69459672800008,-97.29903549699998
1361,West Boca Medical Center,"21644 Florida 7 Boca Raton, FL 33428",21644 Florida 7,"Boca Raton, FL 33428",III,34,Private Practice,NA,NA,NA
1362,West Hills Hospital and Medical Center,"7300 Medical Center Dr West Hills, CA 91307",7300 Medical Center Dr,"West Hills, CA 91307",II,11,NA,NA,34.20240247000004,-118.62944892799999
1363,West Penn Hospital,"4800 Friendship Avenue Pittsburgh, PA, 15224",4800 Friendship Avenue,"Pittsburgh, PA, 15224",III,63,Network Medical Group,"Sanjay Mitra, MD",40.462444333000064,-79.94674650799999
1364,West Suburban Medical Center,"3 Erie Court Oak Park, IL 60302",3 Erie Court,"Oak Park, IL 60302",II,NA,Academic Program,NA,41.89182780500005,-87.77605232599996
1365,Westchester Medical Center,"100 Woods Rd Rd, Valhalla, NY 10595",100 Woods Rd,"Rd, Valhalla, NY 10595",IV,49,Academic Program,"Edmund Lagamma, MD",NA,NA
1366,Western Maryland Regional Medical Center,"12500 Willowbrook Rd, Cumberland, MD 21502","12500 Willowbrook Rd,","Cumberland, MD 21502",II,8,Private Practice,NA,39.650046677000034,-78.73270376799996
1367,Western Plains Medical Complex,"3001 Avenue A Dodge City, KS 67801",3001 Avenue A,"Dodge City, KS 67801",II,NA,NA,NA,37.78629669000003,-100.01496019599995
1368,Wheeling Hospital,"1 Medical Park Wheeling, WV 26003",1 Medical Park,"Wheeling, WV 26003",II,NA,Academic Program,"Mark Polak, MD",40.066813860000025,-80.69595839199997
1369,White Memorial Medical Center,"1720 East Cesar E. Chavez Ave Los Angeles, CA 90033",1720 East Cesar E. Chavez Ave,"Los Angeles, CA 90033",III,28,NA,NA,34.05104956500003,-118.21727805299997
1370,White Plains Hospital,"41 E Post Rd, White Plains, NY 10601 White Plains, NY 10601","41 E Post Rd, White Plains, NY 10601","White Plains, NY 10601",III,15,NA,"Jesus Jaile-Marti, MD",41.02612378300006,-73.77006877699995
1371,White River Medical Center,"1710 Harrison Street Batesville, AR 72501",1710 Harrison Street,"Batesville, AR 72501",II,4,NA,NA,35.76956656700003,-91.63460276999996
1372,William P Clements University Hospital,"6201 Harry Hines Blvd Dallas, TX 75235",6201 Harry Hines Blvd,"Dallas, TX 75235",III,30,Academic Program,Becky Ennis,32.81979344300004,-96.84713951999998
1373,Williamson Medical Center,"4321 Carothers Pkwy Franklin, TN 37067",4321 Carothers Pkwy,"Franklin, TN 37067",II,5,Private Practice,"Muhammed Ismail, MD",35.91760233300005,-86.81694224699999
1374,Willis-Knighton South Hospital,"2510 W Bert Kouns Industrial Loop Shreveport, LA 71118",2510 W Bert Kouns Industrial Loop,"Shreveport, LA 71118",III,50,Private Practice,NA,32.402137663000076,-93.79851787899997
1375,Willow Creek Women’s Hospital,"4301 Greathouse Springs Rd Johnson, AR 72741",4301 Greathouse Springs Rd,"Johnson, AR 72741",III,24,Network Medical Group,NA,NA,NA
1376,Winchester Hospital,"41 Highland Avenue Winchester, MA, USA",41 Highland Avenue,"Winchester, MA, USA",II,16,Employed Group,"Karen McAlmon, MD",42.46646388900007,-71.12107423999998
1377,Winchester Medical Center,"1840 Amherst Street Winchester, VA 22604",1840 Amherst Street,"Winchester, VA 22604",III,30,Private Practice,"Teresa Clawson, MD",39.19124285200007,-78.19592411799994
1378,Winnie Palmer Hospital,"83 W Miller St Orlando, FL 32806",83 W Miller St,"Orlando, FL 32806",III,44,Private Practice,"Jose Perez, MD",28.523863411000036,-81.37942265599997
1379,Winter Haven Women’s Hospital,"101 Ave O SE Winter Haven, FL 33880",101 Ave O SE,"Winter Haven, FL 33880",II,NA,Private Practice,NA,NA,NA
1380,Wise Health System – Decatur,"609 Medical Center Dr Decatur, TX 76234",609 Medical Center Dr,"Decatur, TX 76234",II,NA,NA,NA,33.21872297400006,-97.59436545799997
1381,Womack Army Medical Center,"2817 Reilly Rd Fort Bragg, NC 28310",2817 Reilly Rd,"Fort Bragg, NC 28310",III,12,NA,NA,NA,NA
1382,Women & Babies Hospital,"690 Good Dr Lancaster, PA 17601",690 Good Dr,"Lancaster, PA 17601",III,29,Academic Program,"Joel Secrest, MD",40.06503341400003,-76.34871588099998
1383,Women & Infants Hospital,"101 Dudley St Providence, RI 02905",101 Dudley St,"Providence, RI 02905",III,80,Academic Program,"Abbot Laptook, MD",41.810264938000046,-71.41100407799996
1384,Women’s and Children’s Hospital,"404 N Keene St Columbia, MO 65201",404 N Keene St,"Columbia, MO 65201",III,48,Academic Program,"John Pardalos, MD",38.95716861100004,-92.28961568099999
1385,Women’s Hospital,"100 Woman's Way Baton Rouge, LA 70817",100 Woman's Way,"Baton Rouge, LA 70817",III,84,Private Practice,"Steven Spedale, MD",30.384882935000064,-91.03768360599997
1386,Woodhull Medical & Mental Health Center,"760 Broadway Brooklyn, NY 11206",760 Broadway,"Brooklyn, NY 11206",III,10,Academic Program,John Casey. MD,40.70050112600006,-73.94154151299995
1387,Woodland Heights Medical Center,"505 S John Redditt Dr Lufkin, TX 75904",505 S John Redditt Dr,"Lufkin, TX 75904",II,15,Private Practice,NA,NA,NA
1388,Wooster Community Hospital,"1761 Beall Ave Wooster, OH 44691",1761 Beall Ave,"Wooster, OH 44691",II,NA,Private Practice,NA,40.82092142100004,-81.93422875499994
1389,WVU Medicine Children’s Hospital,"1 Medical Center Dr, Morgantown, WV 26506","1 Medical Center Dr,","Morgantown, WV 26506",IV,39,Academic Program,"Mark Polak, MD",NA,NA
1390,Wyckoff Heights Medical Center,"374 Stockholm St Brooklyn, NY 11237",374 Stockholm St,"Brooklyn, NY 11237",III,15,Academic Program,"Sanjivan Patel, MD",40.70489966800005,-73.91743606499995
